category	subCategory	name	scientificName	latinName	tradeMarkName	ingredientProductTypes	amount	potency	cost	suggestedOverage	gummyOverage	primary	secondary	tertiary	manufacturingCountry	originCountry	shelfLife	bulkDensity	tappedDensity	avergageParticleSize	lossOnDrying	arsenic	cadmium	lead	mercury	celery	custaceans	egg	fish	gluten	lupin	milk	molluscs	mustard	peanut	sesameSeeds	shellfish	soy	sulphites	treeNuts	wheat	vegan	non_gmo	kosher	gluten_Free	organic	moisture	calories	protein	carbohydrates	dietaryFiber	totalSugars	addedSugar	totalFat	saturatedFat	monounsaturatedFat	polyunsaturatedFat	transFat	cholesterol	sodium	vitaminA	vitaminC	vitaminD	vitaminE	vitamink	vitaminK2	thiamin	riboflavin	niacin	vitaminB6	folicAcid	vitaminB12	biotin	pantothenicAcid	choline	calcium	iron	phosphorus	iodine	magnesium	zinc	selenium	copper	manganese	chromium	molybdenum	chloride	potassium	boron
Minerals	General Health	Iron (Ferrous Fumarate) USP Powder	Ferrous Fumarate USP	Iron (as Ferrous Fumarate)		C,T,P,G	1	0.326	4.75	0.98	0.95					India	48				1.5	<=3		<=10	<=3			F	F			F			F		F	F	F	F	F	Y	Y																																														
Minerals	General Health	Iron (Ferrous Sulphate) Powder	Ferrous Sulphate	Iron (as Ferrous Sulfate)		C,T,P,G	1	0.86	2.5	0.98	0.95					India	36					<=3		<=10	<=3			F	F			F			F		F	F	F	F	F	Y	Y																																														
Minerals	Immune Health	Zinc Chelate (Zn 10%)	Zinc Amino Acid Chelate	Zinc Chelated		C,T,P,G	1	0.1	24.8	0.98	0.95					United States	48			40	10	<=3	<=5	<=3	<=1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Minerals	Immune Health	Zinc Gluconate Powder	Zinc Gluconate	Zinc (as Zinc Gluconate)		C,T,P,G	1	0.14	9.5	0.98	0.95					India	60					<=3	<=5	<=10				F	F			F			F		F	F	F	F	F	Y	Y																																														
Herbs	Digestive Health	Eugenia Jambolana Powder Steam Treated	Eugenia Jambolana	Eugenia Jambolana Powder		C,T,P,G	1	1	4.2	1	1					India	36	0.3	0.3	40	8	<=5	<=0.3	<=10	<=0.1		F	F	F			F			F	F	F	F		F	F	Y	Y	Y																																													
Herbs	Men's Health	Fenugreek Seed Organic Powder	Trigonella Foenum-graecum	Organic Fenugreek Seed Extract (Trigonella foenum-graecum)		C,T,P,G	1	1	7.32	1	1					India	24				10	<=5	<=5	<=5	<=5		F	F	F			F			F	F	F	F		F	F	Y	Y	Y																																													
Fruits	Digestive Health	Juniper Berry Whole (Organic)	Juniperus communis	Organic Juniper (Juniper communis) (berry)		C,T,P,G	1	1	12.26	1	1					Republic of Macedonia	24				12	<=5	<=5	<=5	<=5		F	F	F			F			F	F	F	F		F	F	Y	Y																																														
Herbs	Bone Health	Parsley Herb Powder	Petroselinum Crispum	Parsley Leaf (Petroselinum crispum)		C,T,P,G	1	1	7.62	1	1					Germany	24				10	<=5	<=5	<=5	<=5		F	F	F			F			F	F	F	F		F	F	Y	Y																																														
Vitamins	Bone Health	Vitamin D3	Cholecalciferol	Vitamin D3 (as Cholecalciferol)	Vitashine D3 Oil	C,T,P,G	1	0.025	1300	0.6	0.5					Vista, CA	24					<0.001	<0.005	<0.024	<0.001	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F					1																																											
Vitamins	Bone Health	Vitamin K2	Menaquinone-7	Vitamin K2 (as Menaquinone-7)	K2vital	C,T,P,G	1	0.06	1710	0.9	0.5					Norway	36					<0.01	1	0.1	0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Omega's	Brain Health	Docosahexaenoic Acid (DHA)	Omega-3 Docosahexaenoic Acid	Docosahexaenoic Acid (DHA)	DHA Omega 3s	C,T,P,G	1	0.53	71	0.9	0.9					Canada	24					<0.05	<0.01	<0.01	<0.01	F	F	F	T	F	F	F	F	F	F	F	F	T	F	F	F																																																
Specialty	Joint Health	MSM 60-80 Mesh	Methyl Sulfonyl Methane	MSM (Methylsulfonylmethane)		C,T,P,G	1	0.98	5.4	1	1					China	48	0.7				<0.1	<0.1	<0.1	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Carbohydrate	Diet	Rice Maltodextrin 18 DE (Organic)	Maltodextrin	Organic Maltodextrin		P	100	1	1.7	1						Pakistan	18					<0.1	<0.05	<0.05	<0.01	F	F	F	F	F	F	F	F	F	F	F		F	F	F		Y	Y	Y				374	0.5	93	0	10		0	0			0	0	60																													
Carbohydrate	Diet	Rice Maltodextrin DE10 (Organic)	Maltodextrin	Organic Maltodextrin		P	1	1	1.99	1						Pakistan	18					<0.1	<0.05	<0.05	<0.01		F	F	F	F	F	F	F		F	F	F	F		F	F	Y	Y	Y																																													
Excipients	Thickening Agent	Rice Maltodextrin DE18 (Organic)	Maltodextrin	Organic Maltodextrin		P	1	1	1.89	1						Pakistan	18					<0.1	<0.05	<0.05	<0.01		F	F	F	F	F	F	F		F	F	F	F		F	F		Y	Y																																													
Carbohydrate	Diet	Rice Maltodextrin 19 DE (Organic)	Maltodextrin	Organic Maltodextrin		P	100	1	1.7	1						Pakistan	24					<0.10	<0.05	<0.05	<0.02	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	Y		Y				375	0.5	93	0	14		0.2	0.1			0	0	60																													
Vitamins	Brain Health	Choline Bitartrate	Choline Bitartrate	Choline (as choline bitartrate)	VitaCholine	C,T,P,G	1	0.97	18	0.98	0.9					New Hampton, NY	36					<0.2	<0.25	<0.1	<0.05	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Minerals	Joint Health	Boron Fructoborate	Calcium Fructoborate	Boron (from Calcium Fructoborate)	FruiteX-B	C,T,P,G	1	0.05	20	0.98	0.95					USA	36					<0.282	<.020	<0.020	<.020	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Fibers	Digestive Health	Pea Fiber (Organic)	Pisum sativum	Pea Fiber (Pisum sativum) Organic		P	100	0.6	1.75	1						China	24				10	<0.5		<0.5		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y		100%		300	15	30	60			2																																			
Fibers	Digestive Health	Pea Fiber 60%	Pisum sativum	Pea Fiber (Pisum sativum) 60%		P	100	0.6	1.75	1						China	36				10	<0.5		<0.5		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y			15	300	15	30	60			2																																			
Protein	Plant Based	Pea Protein 80%	Pisum sativum	Pea Protein (Pisum sativum) 80%		P	100	0.8	3.5	0.95						China	24				8	<0.5	<0.5	<0.5	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	Y	Y	Y			6.5	382	80	6.8	1	0		7.8	2		3.4	0.1		928																													
Protein	Plant Based	Pea Protein Isolate 80%	Pisum sativum	Pea Protein Isolate (Pisum sativum) 80%		P	100	0.8	5.6	0.95						China	24				8	<0.5	<0.5	<0.5	<0.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				382	80	6.8	1	0		7.8	2		3.4	0.1		928																													
Protein	Plant Based	Pea Protein Isolate 80% (Organic)	Pisum sativum	Pea Protein Isolate (Pisum sativum) 80% (Organic)		P	100	0.8	8.62	0.95						China	24				8	<0.5	<0.5	<0.5	<0.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y		100%		382	80	6.8	1	0		7.8	2		3.4	0.1		928																													
Protein	Plant Based	Pea Protein Isolate 85%	Pisum sativum	Pea Protein Isolate (Pisum sativum) 85%		P	100	0.85	7.32	0.95						China	24			100	10	<0.5		<0.2		F	F	F	F	T	F	F	F	F	F	F	F	T	F	F	F	Y	Y	Y				340	85	6.8	1	0		7.8	2		3.4	0.1		928																													
Specialty	Brain Health	Phosphatidylserine 20% (Soybean)	Glycine Max (Linn.) Merr.	Phosphatidylserine (from soybean Glycine max)		C,T,P,G	1	0.2	135	0.9	0.9					China	24			40	2	<0.5	<0.1	<0.5	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	Y	Y																																														
Specialty	Brain Health	Phosphatidylserine 40% (Soybean)	Glycine Max (Linn.) Merr.	Phosphatidylserine (from soybean Glycine max)		C,T,P,G	1	0.4	200	0.9	0.9					China	24				2	<0.5	<0.1	<0.5	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	Y	Y																																														
Specialty	Brain Health	Phosphatidylserine 50% (Soybean)	Glycine Max (Linn.) Merr.	Phosphatidylserine (from soybean Glycine max)		C,T,P,G	1	0.5	285	0.9	0.9					China	24			80	2	<0.5	<0.1	<0.5	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F																																																
Probiotic	Gut Health	B. coagulans (SNZ 1969) (100B CFU/g)	Bacillus coagulans SNZ 1969	B. coagulans (SNZ 1969)	SNZ 1969	C,T,P,G	1	1	550	0.3	0.3	B&D Nutritional Ingredients			India	India	36			80	5	<0.5	<0.1	<0.5	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y																																												
Herbs	Greens	Alfalfa Grass Powder (BRC Certified Factory, Organic)	Medicago	Organic Alfalfa Grass Powder (Medicago Sativa)		C,T,P,G	100	1	9.78	1	1					China	24			200	8	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				310	54	28	26	2.7		9.3					0	81		110		0.3			1	1.7	6.5	0.5	0					431	13			364	12	194						1064	
Herbs	Immune Health	Astragalus Powder (BRC Certified Factory, Organic)	Astragalus Membranaceus	Organic Astragalus Powder (Astragalus membranaceus)		C,T,P,G	1	1	9.35	1	1					China	24			80	8	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Vitamins	Energy	Biotin (Vitamin B7) (0.5%)	Vitamin B7	Biotin		C,T,P,G	1	0.05	340	0.9	0.5					USA	24					<1	<1	<2	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Fruits	Eye Health	Blueberry Juice Powder (Organic)	Cyanococcus	Organic Blueberry Juice Powder (Vaccinium uliginosum) (Fruit)		C,T,P,G	1	1	14.89	1	1					China	24			80	8	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Vegetables	Immune Health	Broccoli Powder (Organic)	Brassica Oleracea	Organic Broccoli Powder (Brassica oleracea)		C,T,P,G	1	1	10.5	1	1					China	24			80	8	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Fruits	Women's Health	Cranberry Juice Powder (Organic)	Vacinnium Macrocarpon	Organic Cranberry Juice Powder (Vaccinium macrocarpon) (Fruit)		C,T,P,G	100	1	8.95	1	1					China	36			80		<1	<1	<0.5	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y					360	0	80	0	55	0	0	0				0	540			0													18	3											0	
Fruits	Vitality	Goji Juice Powder (Organic)	Lycium Barbarum	Organic Goji Berry Juice Powder		C,T,P,G	100	1	8.45	1	1					China	36			80	5	<1	<1	<0.5	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y					389	0	89	0	20	0	0	0				0	55		0	0													22	0											1933	
Excipients	Binding Agent	Microcrystalline Cellulose Powder 102	Microcrystalline Cellulose	Microcrystalline Cellulose		C,T,P	1	1	4.25	1						India	60	0.3			7	<1	<0.5	<0.5	<1			F	F			F			F		F	F	F	F	F		Y																																														
Herbs	Vitality	Mulberry Juice Powder (Organic)	Morus Alba L.	Organic Mulberry Leaf Extract (Morus alba)		C,T,P,G	1	1	12.71	1	1					China	24			80		<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Vitality	Mulberry Leaf Extract 4:1 (Organic)	Morus Alba L.	Organic Mulberry Leaf Extract (Morus alba)		C,T,P,G	1	1	14.89	0.98	0.95					China	24			80		<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Legumes	Plant Based	Mungbean Protein 80% (Organic)	Vigna Radiata	Mungbean Protein 80% (Organic)		p	100	0.8	6.5	0.98						China	24			80		<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y				320	80																																								
Herbs	Vitality	Noni P.E. 5:1	Morinda Citrifolia	Noni Fruit Extract Powder		C,T,P,G	1	1	20.55	0.98	0.95					India	36			80	5	<1	<1	<0.5	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Heart Health	Olive Leaf P.E. 10% Oleuropein	Olea Europaea L.	Olive Leaf (olea europaea) (Standardized to contain min. 10% oleuropein)		C,T,P,G	1	0.1	6.5	0.98	0.95					China	24			80	5	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Heart Health	Olive Leaf P.E. 40% Oleuropein	Olea Europaea L.	Olive Leaf (olea europaea) (Standardized to contain min. 40% oleuropein)		C,T,P,G	1	0.4	26	0.98	0.95					China	24			80	5	<1	<1	<0.71	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Sleep	Passion Fruit Powder (Organic)	Passiflora Edulis	Passion Fruit (Passiflora edulis)  organic		C,T,P,G	1	1	11.5	1	1					China	24			80		<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Vegetables	Immune Health	Pumpkin Powder (Organic)	Cucurbita Pepo	Organic Pumpkin Seed Oil (Cucurbita pepo)		P	1	1	7.39	1						China	24			80	8	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Protein	Plant Based	Pumpkin Seeds Protein 60% (Organic)	Cucurbita Pepo	Pumpkin Seeds (Cucurbita pepo) Protein 60% (Organic)		P	100	0.6	12.9	0.98						China	24			80		<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				331	63	14.4	13.2	1.2		1.4						0.1			0.1				0.1	0.1	0.1	0.1	0					119	23		0	1220	17.5	0.1						1650	
Sweeteners	Plant Based	Rebaudioside-M	Amyris Reb M	Rebaudioside-M		T,P,G	1	0.98	78	1	1					Brazil	36					<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Mushrooms	Anti-Inflammatory	Shiitake Mushroom Powder (Organic)	Lentinus edodes	Organic Shiitake Mushroom (Lentinus edodes)		C,T,P,G	1	1	19.42	1	1					China	24			80		<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Vegetables	Antioxidant	Spinach Powder (Organic)	Spinacia Oleracea	Organic Spinach (Spinacia oleracea) (leaf)		P	100	1	6	1	1					China	36			80		<1	<1	<0.5	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y					230	21	41	21	0	0	0	0				0	790		94	0													918	21											5582	
Vegetables	General Health	Sweet Potato Powder (Organic)	Ipomoea Batatas	Organic Sweet Potato		P	1	1	6.19	1						China	24			80	8	<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Fibers	Binding Agent	Tapioca Fiber, Organic Soluble	Tapioca Fiber	Organic Tapioca Fiber	FiberSmart	P,G	100	1	5	1	1					China	36					<1	<1	1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F					1		210		91	89	2		0	0			0	0	0	0	0	0													0	0											0	
Fibers	Fiber	Fiberest™ , Resitant Dextrin	Resistant Dextrin	Fiberest™ (Soluble corn fiber)	Fiberest™	C,T,P,G	100	0.95	9	1	1	B&D Nutritional Ingredients			Korea	Korea	24					<1		<1		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y			200	0	95	90	5	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibers	Binding Agent	Tapioca Fiber Soluble	Tapioca Fiber	Tapioca Fiber		G	100	1	5	1	1					China	36					<1	<1	1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y		Y	1		210		91	89	2		0	0			0	0	0	0	0	0													0	0											0	
Specialty	Brain Health	Phosphatidylcholine 40% HPLC	Glycine Max (Linn.) Merr.	Phosphatidylcholine (from soybean Glycine max)		C,T,P,G	1	0.4	85	0.9	0.9					China	21				1	<1	<1	<3	< 0.1	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	Y	Y	Y																																													
Minerals	Antioxidant	Selenium Glycinate	Selenium Glycinate	Selenium (as Selenium Glycinate)		C,T,P,G	1	0.98	32.5	0.98	0.95					China	36			80	9%	<1	<1	<1	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Minerals	Antioxidant	Selenium Yeast Powder 2000 (Powder Application)	Selenium Yeast	Selenium (as Selenium Yeast)		C,T,P,G	100	1	15.5	1	1					China	24	0.5		80	6	<1	<1	<2	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y				397	45	38		0		6	0			0		170																													
Minerals	Immune Health	Zinc Glycinate (Zn 30.11%)	Zinc Glycinate	Zinc (as Zinc Glycinate)		C,T,P,G	1	0.29	9.5	0.98	0.95					China	24				1	<1	<1	<1	<1																						0.4																																										
Postbiotic	Immune Health	EpiCor®	yeast fermentate of Saccharomyces cerevisiae	EpiCor® (Dried yeast fermentate)	EpiCor®	C,T,P,G	1	1	216	1	1	B&D Nutritional Ingredients			USA	USA	36	0.7		80		<1	<1	<1	<0.3	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y	Y																																												
Vitamins	Hormone Health	Iodine	Potassium Iodide	Iodine (as Potassium Iodine)		C,T,P,G	1	0.01	155	0.98	0.95					Iceland	36					<1	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Amino Acid	Muscle Health	Methionine	L-Methionine	L-Methionine		C,T,P,G	1	0.98	8.3	0.98	0.95											<1		<10		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Seabuckthorn Fruit Extract 10:1	Hippophae rhamnoides	Sea Buckthorn Berry (Hippophae rhamnoides) (fruit)		C,T,P,G	1	0.9	13	0.98	0.95					China	36			80	5	<1.0	<1.0	<1.0	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Antioxidant	Seabuckthorn Fruit Powder	Hippophae rhamnoides	Sea Buckthorn Berry (Hippophae rhamnoides) (fruit)		C,T,P,G	1	1	10	1	1					China	36			80	5	<1.0	<1.0	<1.0	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Heart Health	Olive Leaf P.E. 20% Oleuropein	Olea Europaea L.	Olive Leaf (olea europaea) (Standardized to contain min. 20% oleuropein)		C,T,P,G	1	0.2	12	0.98	0.95					China	24			80	5	<1.5	<1	<1	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Minerals	Immune Health	Zinc Biglycerate	Zinc Biglycerate Chelate	Zinc (as Zinc Bisglyinate Chelate)		C,T,P,G	1	0.2	20	0.98	0.95					USA	24					<1.5	1.5	3	0.1	F	F	F	F	F	F	F	F	F	F	F	NA	F	F	F	F					0																																											
Mushrooms	Immune Health	Almond Mushroom (Organic)	Agaricus subrufescens	Agaricus Blazei Mushroom		C,T,P,G	1	1	66.5	1	1					United States	36			60	10	<10	<4.1	<0.5	<2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Mushrooms	Immune Health	Reishi Mushroom Powder (Organic)	Ganoderma lucidum	Organic Reishi Extract		C,T,P,G	1	1	61.07	1	1					United States	36			60		<10	<4.1	<0.5	<2		F	F	F			F			F		F	F		F	F	Y	Y																																														
Herbs	Muscle Health	Ajuga Turkentanica 10:1 Extract	Ajuga Turkentanica	Ajuga Turkenstanica 10:1 Extract (whole herb)		C,T,P,G	1	0.8	29.8	0.98	0.95					China	36	0.3	0.7	80	8	<2	<1	<2	<0.1		F	F	F	F		F			F			F		F	F																																																
Herbs	Greens	Alfalfa Extract 10:1	Medicago Sativa L.	Organic Alfalfa Leaf (Medicago sativa)		C,T,P,G	1	0.7	7.5	0.98	0.95					China	24					<2	<1	<3	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Specialty	Digestive Health	Nattiase- Fermented Soybean Extract >20,000 FU/g	Glycine Max	Nattokinase (Fermented Soy Extract Std. to Fibrin Units)		C,T,P,G	1	1	530	0.9	0.9					Taiwan	24		0.6-0.9	80	5	<2	<2	<2	<2	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F			Y																																													
Fibers	Prebiotic	Nori Powder	P. Yezoensis	Nori		C,T,P,G	1	1	9.67	1	1					China	24			80		<2	<2	<2	<2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Heart Health	Red Beet Juice Powder Instant (Organic)	Beta vulgaris	Organic Beet Root Powder (Beta vulgaris)		C,T,P,G	1	1	8.5	1	1					China	24	0.5		80		<2	<1	<3	<0.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Men's Health	Saw Palmetto 45% Fatty Acid	Serenoa repens	Saw Palmetto Berry Extract (from Serenoa repens) (45% Fatty Acids)		C,T,P,G	1	0.45	43	0.98	0.95					China	36	0.6	0.7	40	8	<2	<1	<2	<0.1	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F																																																
Herbs	Digestive Health	Peppermint Extract 10:1	Herba Menthae Heplocalycis	Peppermint (Herba menthae heplocalycis) Oil		C,T,P,G	1	1	9.5	0.98	0.95					China	36			80	5	<2	<2	<2	<1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Herbs	Antioxidant	Sea Buckthorn Berry P.E. 5% Flavone	Hippophae rhamnoides	Sea Buckthorn Berry (Hippophae rhamnoides) (fruit)		C,T,P,G	1	0.05	16	0.98	0.95					China	24			80	5	<2		<2		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Vitality	Seaweed Powder	Ascophyllum nodosum	Seaweed Powder (Ascophyllum nodosum)		C,T,P,G	1	1	7.78	1	1					China	24			80	8	<2	<2	<2	<2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Vegetables	Vegetable	Zucchini Powder	Cucurbita pepo	Zucchini (Cucurbita pepo) Powder		C,T,P,G	1	1	6.63	1	1					China	24			80	8	<2	<2	<2	<2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y	Y																																													
Herbs	Adaptogen	Schisandra P.E. 16% Schisandra Acid	Schisandra chinensis	Schisandra Berry Extract (from Schisandra chinensis)		C,T,P,G	1	0.16	12.9	0.98	0.95					China	24			80	5	<2.0	<1.0	<3.0	<0.5	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			Y																																													
Herbs	Antioxidant	Sea Buckthorn Juice Powder	Hippophae rhamnoides	Sea Buckthorn Berry (Hippophae rhamnoides) (fruit)		C,T,P,G	1	0.95	10.5	1	1					China	24			80	5	<2.0	<1.0	<3.0	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	Y	Y																																														
Herbs	Adaptogen	Schisandra Chinensis 90% Powder	Schisandra chinensis	Schisandra Berry Extract (from Schisandra chinensis)		C,T,P,G	1	0.9	11.7	1	1					China	36			60	8	<2.0	<1.0	<3.0	<0.1		F	F	F	F		F	F		F	F	F	F	F	F	F		Y	Y																																													
Mushrooms	Immune Health	Agaricus Blazei (Organic)	Agaricus Blazei	Organic Agaricus blazei (Agaricus blazei) Dried Mushroom		C,T,P,G	1	1	51	1	1					United States	36	0.5	0.7	60		<3	<1	<1	<0.1		F	F	F	F		F			F	F	F	F	F	F		Y	Y																																														
Mushrooms	General Health	Cordyceps Super Extract (Organic)	Cordyceps Sinensis	Organic Cordyceps Extract (Cordyceps sinensis)		C,T,P,G	1	1	130	1	1					United States	48			60		<3	<1	<1	<1		F	F	F	F		F			F	F	F	F	F	F		Y																																															
Mushrooms	Brain Health	Lion's Mane Super Extract (Organic)	Hericium Erinaceus	Organic Lion's Mane (Hericium erinaceus) extract		C,T,P,G	1	1	130	0.98	0.95					United States	60	0.5	0.7	60	7	<3	<1	<1	<0.1		F	F	F	F		F			F	F	F	F	F	F			Y	Y																																													
Fibers	Digestive Health	Pectin	Pectin polysaccharides	Modified Citrus Pectin		C,T,P,G	1	0.6	19	1	1					China	24				12	<3		<5		F		F	F			F			F		F	F		F	F	Y	Y																																														
Mushrooms	General Health	Poria Mushroom (Organic)	Poria Cocos	Poria Cocos		C,T,P,G	100	1	51	1	1					United States	60	0.5	0.7	60		<3	<1	<1	<0.1		F	F	F	F		F			F	F	F	F	F	F		Y	Y					390	11	82	17	6	0	1.5	0			0	0	0																792	5											409	
Mushrooms	Immune Health	Shaggy Mane Mushroom (Organic)	Coprinus comatus	Organic Shaggy Mane Mushroom		C,T,P,G	1	1	51	1	1					United States	60	0.5	0.7	60		<3	<1	<1	<0.1		F	F	F	F		F			F	F	F	F	F	F		Y	Y																																														
Mushrooms	Immune Health	Stout Camphor Mushroom (Organic)	Taiwanofungus camphoratus	Stout Camphor Mushroom (Taiwanofungus camphoratus) (Organic)		C,T,P,G	1	1	51	1	1					United States	60	0.5	0.7	60		<3	<1	<1	<0.1		F	F	F	F		F			F	F	F	F	F	F		Y	Y																																														
Vitamins	Energy	Vitamin B12 (Methylcobalamin)	Methylcobalamin	Vitamin B12 (as Methylcobalamin)		C,T,P,G	1	0.01	3150	0.94	0.5					China	24					<3	<1	<1	<0.1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
